,Code,article,Name
372,cn,8719.0,China
373,cn,8743.0,China
374,cn,8765.0,China
375,cn,8828.0,China
376,cn,8973.0,China
377,cn,8977.0,China
378,cn,8994.0,China
379,cn,9071.0,China
380,cn,9162.0,China
381,cn,9162.0,China
382,cn,9181.0,China
383,cn,9219.0,China
384,cn,9232.0,China
385,cn,9240.0,China
386,cn,9240.0,China
387,cn,9244.0,China
388,cn,9279.0,China
389,cn,9292.0,China
390,cn,9371.0,China
391,cn,9383.0,China
392,cn,9383.0,China
393,cn,9384.0,China
394,cn,9401.0,China
395,cn,9401.0,China
396,cn,9422.0,China
397,cn,9423.0,China
398,cn,9435.0,China
399,cn,9435.0,China
400,cn,9441.0,China
401,cn,9447.0,China
402,cn,9488.0,China
403,cn,9679.0,China
404,cn,9679.0,China
405,cn,9685.0,China
406,cn,9705.0,China
407,cn,9801.0,China
408,cn,9810.0,China
409,cn,9814.0,China
410,cn,9814.0,China
411,cn,9827.0,China
412,cn,9835.0,China
413,cn,9843.0,China
414,cn,9902.0,China
415,cn,10049.0,China
416,cn,10137.0,China
417,cn,10149.0,China
418,cn,10219.0,China
419,cn,10219.0,China
420,cn,10219.0,China
421,cn,10222.0,China
422,cn,10227.0,China
423,cn,10275.0,China
424,cn,10275.0,China
425,cn,10298.0,China
426,cn,10370.0,China
427,cn,10370.0,China
428,cn,10370.0,China
429,cn,10376.0,China
430,cn,10378.0,China
431,cn,10419.0,China
432,cn,10420.0,China
433,cn,10423.0,China
434,cn,10423.0,China
435,cn,10423.0,China
436,cn,10423.0,China
437,cn,10423.0,China
438,cn,10423.0,China
439,cn,10423.0,China
440,cn,10423.0,China
441,cn,10455.0,China
442,cn,10455.0,China
443,cn,10521.0,China
444,cn,10523.0,China
445,cn,10523.0,China
446,cn,10584.0,China
447,cn,10584.0,China
448,cn,10635.0,China
449,cn,10857.0,China
450,cn,10881.0,China
451,cn,10906.0,China
452,cn,10932.0,China
453,cn,10934.0,China
454,cn,11034.0,China
455,cn,11045.0,China
456,cn,11057.0,China
457,cn,11057.0,China
458,cn,11086.0,China
459,cn,11100.0,China
460,cn,11104.0,China
461,cn,11216.0,China
462,cn,11216.0,China
463,cn,11223.0,China
464,cn,11257.0,China
465,cn,11440.0,China
466,cn,11469.0,China
467,cn,11508.0,China
468,cn,11509.0,China
469,cn,11511.0,China
470,cn,11543.0,China
471,cn,11557.0,China
472,cn,11611.0,China
473,cn,11626.0,China
474,cn,11628.0,China
475,cn,11678.0,China
476,cn,11678.0,China
477,cn,11678.0,China
478,cn,11709.0,China
479,cn,11709.0,China
480,cn,11709.0,China
481,cn,11745.0,China
482,cn,11836.0,China
483,cn,11875.0,China
484,cn,11875.0,China
485,cn,12018.0,China
486,cn,12018.0,China
487,cn,12049.0,China
488,cn,12103.0,China
489,cn,12121.0,China
490,cn,12261.0,China
491,cn,12449.0,China
492,cn,12495.0,China
493,cn,12498.0,China
494,cn,12507.0,China
495,cn,12507.0,China
496,cn,12507.0,China
497,cn,12569.0,China
498,cn,12591.0,China
499,cn,12591.0,China
500,cn,12597.0,China
501,cn,12604.0,China
502,cn,12625.0,China
503,cn,12625.0,China
504,cn,12715.0,China
505,cn,12745.0,China
506,cn,12778.0,China
507,cn,12783.0,China
508,cn,12787.0,China
509,cn,12787.0,China
510,cn,12787.0,China
511,cn,12788.0,China
512,cn,12789.0,China
513,cn,12817.0,China
514,cn,12831.0,China
515,cn,12942.0,China
516,cn,12983.0,China
517,cn,12985.0,China
518,cn,12985.0,China
519,cn,13004.0,China
520,cn,13004.0,China
521,cn,13011.0,China
522,cn,13022.0,China
523,cn,13023.0,China
524,cn,13023.0,China
525,cn,13028.0,China
526,cn,13028.0,China
527,cn,13029.0,China
528,cn,13038.0,China
529,cn,13048.0,China
530,cn,13302.0,China
531,cn,13381.0,China
532,cn,13432.0,China
533,cn,13469.0,China
534,cn,13648.0,China
535,cn,13653.0,China
536,cn,13654.0,China
537,cn,13655.0,China
538,cn,13667.0,China
539,cn,13667.0,China
540,cn,13667.0,China
541,cn,13688.0,China
542,cn,13705.0,China
543,cn,13709.0,China
544,cn,13709.0,China
545,cn,13709.0,China
546,cn,13741.0,China
547,cn,13744.0,China
548,cn,13744.0,China
549,cn,13744.0,China
550,cn,13804.0,China
551,cn,13805.0,China
552,cn,13896.0,China
553,cn,13914.0,China
554,cn,13914.0,China
555,cn,13915.0,China
556,cn,13923.0,China
557,cn,13924.0,China
558,cn,13935.0,China
559,cn,13942.0,China
560,cn,13942.0,China
561,cn,13949.0,China
562,cn,13949.0,China
563,cn,13950.0,China
564,cn,14040.0,China
565,cn,14040.0,China
566,cn,14040.0,China
567,cn,14040.0,China
568,cn,14175.0,China
569,cn,14253.0,China
570,cn,14253.0,China
571,cn,14282.0,China
572,cn,14291.0,China
573,cn,14291.0,China
574,cn,14337.0,China
575,cn,14348.0,China
576,cn,14355.0,China
577,cn,14382.0,China
578,cn,14494.0,China
579,cn,14511.0,China
580,cn,14545.0,China
581,cn,14545.0,China
582,cn,14618.0,China
583,cn,14618.0,China
584,cn,14621.0,China
585,cn,14668.0,China
586,cn,14753.0,China
587,edu,2.0,USA
588,edu,2.0,USA
589,edu,7.0,USA
590,edu,7.0,USA
591,edu,20.0,USA
592,edu,23.0,USA
593,edu,32.0,USA
594,edu,32.0,USA
595,edu,32.0,USA
596,edu,32.0,USA
597,edu,35.0,USA
598,edu,35.0,USA
599,edu,35.0,USA
600,edu,35.0,USA
601,edu,39.0,USA
602,edu,40.0,USA
603,edu,40.0,USA
604,edu,62.0,USA
605,edu,62.0,USA
606,edu,63.0,USA
607,edu,65.0,USA
608,edu,66.0,USA
609,edu,67.0,USA
610,edu,71.0,USA
611,edu,71.0,USA
612,edu,73.0,USA
613,edu,73.0,USA
614,edu,76.0,USA
615,edu,76.0,USA
616,edu,77.0,USA
617,edu,78.0,USA
618,edu,80.0,USA
619,edu,101.0,USA
620,edu,123.0,USA
621,edu,134.0,USA
622,edu,141.0,USA
623,edu,148.0,USA
624,edu,181.0,USA
625,edu,206.0,USA
626,edu,206.0,USA
627,edu,215.0,USA
628,edu,216.0,USA
629,edu,221.0,USA
630,edu,221.0,USA
631,edu,227.0,USA
632,edu,228.0,USA
633,edu,232.0,USA
634,edu,245.0,USA
635,edu,250.0,USA
636,edu,250.0,USA
637,edu,250.0,USA
638,edu,254.0,USA
639,edu,254.0,USA
640,edu,264.0,USA
641,edu,264.0,USA
642,edu,268.0,USA
643,edu,275.0,USA
644,edu,291.0,USA
645,edu,301.0,USA
646,edu,301.0,USA
647,edu,305.0,USA
648,edu,306.0,USA
649,edu,308.0,USA
650,edu,319.0,USA
651,edu,348.0,USA
652,edu,370.0,USA
653,edu,371.0,USA
654,edu,371.0,USA
655,edu,398.0,USA
656,edu,398.0,USA
657,edu,398.0,USA
658,edu,402.0,USA
659,edu,411.0,USA
660,edu,418.0,USA
661,edu,418.0,USA
662,edu,418.0,USA
663,edu,425.0,USA
664,edu,425.0,USA
665,edu,425.0,USA
666,edu,428.0,USA
667,edu,428.0,USA
668,edu,430.0,USA
669,edu,435.0,USA
670,edu,438.0,USA
671,edu,456.0,USA
672,edu,456.0,USA
673,edu,467.0,USA
674,edu,472.0,USA
675,edu,472.0,USA
676,edu,473.0,USA
677,edu,479.0,USA
678,edu,479.0,USA
679,edu,486.0,USA
680,edu,496.0,USA
681,edu,496.0,USA
682,edu,519.0,USA
683,edu,519.0,USA
684,edu,522.0,USA
685,edu,522.0,USA
686,edu,524.0,USA
687,edu,526.0,USA
688,edu,549.0,USA
689,edu,555.0,USA
690,edu,555.0,USA
691,edu,555.0,USA
692,edu,582.0,USA
693,edu,590.0,USA
694,edu,591.0,USA
695,edu,606.0,USA
696,edu,607.0,USA
697,edu,613.0,USA
698,edu,614.0,USA
699,edu,619.0,USA
700,edu,619.0,USA
701,edu,621.0,USA
702,edu,621.0,USA
703,edu,622.0,USA
704,edu,626.0,USA
705,edu,629.0,USA
706,edu,640.0,USA
707,edu,641.0,USA
708,edu,647.0,USA
709,edu,647.0,USA
710,edu,650.0,USA
711,edu,653.0,USA
712,edu,653.0,USA
713,edu,653.0,USA
714,edu,661.0,USA
715,edu,662.0,USA
716,edu,663.0,USA
717,edu,663.0,USA
718,edu,668.0,USA
719,edu,683.0,USA
720,edu,684.0,USA
721,edu,687.0,USA
722,edu,687.0,USA
723,edu,690.0,USA
724,edu,690.0,USA
725,edu,694.0,USA
726,edu,694.0,USA
727,edu,698.0,USA
728,edu,711.0,USA
729,edu,734.0,USA
730,edu,744.0,USA
731,edu,786.0,USA
732,edu,797.0,USA
733,edu,827.0,USA
734,edu,830.0,USA
735,edu,832.0,USA
736,edu,832.0,USA
737,edu,840.0,USA
738,edu,840.0,USA
739,edu,844.0,USA
740,edu,845.0,USA
741,edu,845.0,USA
742,edu,845.0,USA
743,edu,906.0,USA
744,edu,907.0,USA
745,edu,913.0,USA
746,edu,915.0,USA
747,edu,915.0,USA
748,edu,915.0,USA
749,edu,916.0,USA
750,edu,923.0,USA
751,edu,930.0,USA
752,edu,930.0,USA
753,edu,948.0,USA
754,edu,949.0,USA
755,edu,949.0,USA
756,edu,952.0,USA
757,edu,966.0,USA
758,edu,968.0,USA
759,edu,972.0,USA
760,edu,972.0,USA
761,edu,976.0,USA
762,edu,979.0,USA
763,edu,994.0,USA
764,edu,997.0,USA
765,edu,1000.0,USA
766,edu,1002.0,USA
767,edu,1002.0,USA
768,edu,1011.0,USA
769,edu,1011.0,USA
770,edu,1015.0,USA
771,edu,1020.0,USA
772,edu,1021.0,USA
773,edu,1021.0,USA
774,edu,1021.0,USA
775,edu,1023.0,USA
776,edu,1028.0,USA
777,edu,1032.0,USA
778,edu,1032.0,USA
779,edu,1032.0,USA
780,edu,1032.0,USA
781,edu,1032.0,USA
782,edu,1032.0,USA
783,edu,1032.0,USA
784,edu,1033.0,USA
785,edu,1043.0,USA
786,edu,1043.0,USA
787,edu,1043.0,USA
788,edu,1043.0,USA
789,edu,1043.0,USA
790,edu,1043.0,USA
791,edu,1043.0,USA
792,edu,1043.0,USA
793,edu,1051.0,USA
794,edu,1051.0,USA
795,edu,1051.0,USA
796,edu,1082.0,USA
797,edu,1082.0,USA
798,edu,1082.0,USA
799,edu,1100.0,USA
800,edu,1102.0,USA
801,edu,1106.0,USA
802,edu,1113.0,USA
803,edu,1113.0,USA
804,edu,1125.0,USA
805,edu,1129.0,USA
806,edu,1130.0,USA
807,edu,1135.0,USA
808,edu,1139.0,USA
809,edu,1142.0,USA
810,edu,1145.0,USA
811,edu,1145.0,USA
812,edu,1145.0,USA
813,edu,1149.0,USA
814,edu,1156.0,USA
815,edu,1156.0,USA
816,edu,1158.0,USA
817,edu,1179.0,USA
818,edu,1180.0,USA
819,edu,1180.0,USA
820,edu,1180.0,USA
821,edu,1181.0,USA
822,edu,1217.0,USA
823,edu,1221.0,USA
824,edu,1225.0,USA
825,edu,1275.0,USA
826,edu,1298.0,USA
827,edu,1298.0,USA
828,edu,1307.0,USA
829,edu,1313.0,USA
830,edu,1331.0,USA
831,edu,1334.0,USA
832,edu,1344.0,USA
833,edu,1370.0,USA
834,edu,1376.0,USA
835,edu,1376.0,USA
836,edu,1380.0,USA
837,edu,1388.0,USA
838,edu,1388.0,USA
839,edu,1398.0,USA
840,edu,1398.0,USA
841,edu,1398.0,USA
842,edu,1398.0,USA
843,edu,1425.0,USA
844,edu,1441.0,USA
845,edu,1441.0,USA
846,edu,1452.0,USA
847,edu,1452.0,USA
848,edu,1473.0,USA
849,edu,1473.0,USA
850,edu,1473.0,USA
851,edu,1473.0,USA
852,edu,1473.0,USA
853,edu,1473.0,USA
854,edu,1479.0,USA
855,edu,1486.0,USA
856,edu,1487.0,USA
857,edu,1487.0,USA
858,edu,1490.0,USA
859,edu,1492.0,USA
860,edu,1496.0,USA
861,edu,1498.0,USA
862,edu,1498.0,USA
863,edu,1512.0,USA
864,edu,1512.0,USA
865,edu,1513.0,USA
866,edu,1525.0,USA
867,edu,1526.0,USA
868,edu,1526.0,USA
869,edu,1527.0,USA
870,edu,1536.0,USA
871,edu,1539.0,USA
872,edu,1540.0,USA
873,edu,1545.0,USA
874,edu,1554.0,USA
875,edu,1569.0,USA
876,edu,1570.0,USA
877,edu,1571.0,USA
878,edu,1578.0,USA
879,edu,1580.0,USA
880,edu,1586.0,USA
881,edu,1588.0,USA
882,edu,1589.0,USA
883,edu,1611.0,USA
884,edu,1611.0,USA
885,edu,1620.0,USA
886,edu,1620.0,USA
887,edu,1622.0,USA
888,edu,1624.0,USA
889,edu,1642.0,USA
890,edu,1647.0,USA
891,edu,1667.0,USA
892,edu,1667.0,USA
893,edu,1667.0,USA
894,edu,1669.0,USA
895,edu,1671.0,USA
896,edu,1707.0,USA
897,edu,1756.0,USA
898,edu,1758.0,USA
899,edu,1769.0,USA
900,edu,1776.0,USA
901,edu,1784.0,USA
902,edu,1790.0,USA
903,edu,1844.0,USA
904,edu,1846.0,USA
905,edu,1847.0,USA
906,edu,1853.0,USA
907,edu,1853.0,USA
908,edu,1855.0,USA
909,edu,1863.0,USA
910,edu,1875.0,USA
911,edu,1883.0,USA
912,edu,1892.0,USA
913,edu,1892.0,USA
914,edu,1897.0,USA
915,edu,1901.0,USA
916,edu,1904.0,USA
917,edu,1906.0,USA
918,edu,1908.0,USA
919,edu,1909.0,USA
920,edu,1910.0,USA
921,edu,1912.0,USA
922,edu,1930.0,USA
923,edu,1930.0,USA
924,edu,1942.0,USA
925,edu,1943.0,USA
926,edu,1981.0,USA
927,edu,1981.0,USA
928,edu,1984.0,USA
929,edu,1986.0,USA
930,edu,1988.0,USA
931,edu,1988.0,USA
932,edu,1998.0,USA
933,edu,1998.0,USA
934,edu,2004.0,USA
935,edu,2004.0,USA
936,edu,2009.0,USA
937,edu,2009.0,USA
938,edu,2013.0,USA
939,edu,2013.0,USA
940,edu,2014.0,USA
941,edu,2014.0,USA
942,edu,2018.0,USA
943,edu,2018.0,USA
944,edu,2022.0,USA
945,edu,2027.0,USA
946,edu,2029.0,USA
947,edu,2033.0,USA
948,edu,2042.0,USA
949,edu,2042.0,USA
950,edu,2050.0,USA
951,edu,2053.0,USA
952,edu,2066.0,USA
953,edu,2066.0,USA
954,edu,2066.0,USA
955,edu,2066.0,USA
956,edu,2066.0,USA
957,edu,2066.0,USA
958,edu,2092.0,USA
959,edu,2130.0,USA
960,edu,2134.0,USA
961,edu,2166.0,USA
962,edu,2193.0,USA
963,edu,2224.0,USA
964,edu,2232.0,USA
965,edu,2247.0,USA
966,edu,2247.0,USA
967,edu,2285.0,USA
968,edu,2297.0,USA
969,edu,2300.0,USA
970,edu,2304.0,USA
971,edu,2305.0,USA
972,edu,2306.0,USA
973,edu,2307.0,USA
974,edu,2327.0,USA
975,edu,2328.0,USA
976,edu,2328.0,USA
977,edu,2330.0,USA
978,edu,2363.0,USA
979,edu,2363.0,USA
980,edu,2365.0,USA
981,edu,2368.0,USA
982,edu,2391.0,USA
983,edu,2398.0,USA
984,edu,2426.0,USA
985,edu,2452.0,USA
986,edu,2452.0,USA
987,edu,2455.0,USA
988,edu,2476.0,USA
989,edu,2503.0,USA
990,edu,2504.0,USA
991,edu,2505.0,USA
992,edu,2505.0,USA
993,edu,2512.0,USA
994,edu,2519.0,USA
995,edu,2519.0,USA
996,edu,2520.0,USA
997,edu,2520.0,USA
998,edu,2522.0,USA
999,edu,2522.0,USA
1000,edu,2531.0,USA
1001,edu,2532.0,USA
1002,edu,2532.0,USA
1003,edu,2532.0,USA
1004,edu,2535.0,USA
1005,edu,2535.0,USA
1006,edu,2537.0,USA
1007,edu,2537.0,USA
1008,edu,2537.0,USA
1009,edu,2554.0,USA
1010,edu,2563.0,USA
1011,edu,2576.0,USA
1012,edu,2576.0,USA
1013,edu,2576.0,USA
1014,edu,2578.0,USA
1015,edu,2578.0,USA
1016,edu,2591.0,USA
1017,edu,2591.0,USA
1018,edu,2595.0,USA
1019,edu,2641.0,USA
1020,edu,2657.0,USA
1021,edu,2657.0,USA
1022,edu,2659.0,USA
1023,edu,2660.0,USA
1024,edu,2690.0,USA
1025,edu,2729.0,USA
1026,edu,2735.0,USA
1027,edu,2740.0,USA
1028,edu,2740.0,USA
1029,edu,2740.0,USA
1030,edu,2741.0,USA
1031,edu,2742.0,USA
1032,edu,2743.0,USA
1033,edu,2746.0,USA
1034,edu,2767.0,USA
1035,edu,2767.0,USA
1036,edu,2774.0,USA
1037,edu,2783.0,USA
1038,edu,2787.0,USA
1039,edu,2807.0,USA
1040,edu,2836.0,USA
1041,edu,2840.0,USA
1042,edu,2843.0,USA
1043,edu,2843.0,USA
1044,edu,2847.0,USA
1045,edu,2857.0,USA
1046,edu,2880.0,USA
1047,edu,2880.0,USA
1048,edu,2886.0,USA
1049,edu,2886.0,USA
1050,edu,2897.0,USA
1051,edu,2920.0,USA
1052,edu,2924.0,USA
1053,edu,2927.0,USA
1054,edu,3000.0,USA
1055,edu,3004.0,USA
1056,edu,3006.0,USA
1057,edu,3007.0,USA
1058,edu,3111.0,USA
1059,edu,3122.0,USA
1060,edu,3122.0,USA
1061,edu,3122.0,USA
1062,edu,3124.0,USA
1063,edu,3124.0,USA
1064,edu,3125.0,USA
1065,edu,3126.0,USA
1066,edu,3131.0,USA
1067,edu,3134.0,USA
1068,edu,3134.0,USA
1069,edu,3135.0,USA
1070,edu,3135.0,USA
1071,edu,3135.0,USA
1072,edu,3148.0,USA
1073,edu,3149.0,USA
1074,edu,3153.0,USA
1075,edu,3156.0,USA
1076,edu,3157.0,USA
1077,edu,3157.0,USA
1078,edu,3157.0,USA
1079,edu,3157.0,USA
1080,edu,3164.0,USA
1081,edu,3164.0,USA
1082,edu,3174.0,USA
1083,edu,3174.0,USA
1084,edu,3174.0,USA
1085,edu,3175.0,USA
1086,edu,3178.0,USA
1087,edu,3197.0,USA
1088,edu,3257.0,USA
1089,edu,3282.0,USA
1090,edu,3282.0,USA
1091,edu,3349.0,USA
1092,edu,3358.0,USA
1093,edu,3358.0,USA
1094,edu,3365.0,USA
1095,edu,3365.0,USA
1096,edu,3366.0,USA
1097,edu,3383.0,USA
1098,edu,3390.0,USA
1099,edu,3400.0,USA
1100,edu,3404.0,USA
1101,edu,3415.0,USA
1102,edu,3415.0,USA
1103,edu,3418.0,USA
1104,edu,3421.0,USA
1105,edu,3421.0,USA
1106,edu,3428.0,USA
1107,edu,3428.0,USA
1108,edu,3434.0,USA
1109,edu,3436.0,USA
1110,edu,3436.0,USA
1111,edu,3444.0,USA
1112,edu,3446.0,USA
1113,edu,3448.0,USA
1114,edu,3454.0,USA
1115,edu,3467.0,USA
1116,edu,3467.0,USA
1117,edu,3467.0,USA
1118,edu,3529.0,USA
1119,edu,3529.0,USA
1120,edu,3579.0,USA
1121,edu,3586.0,USA
1122,edu,3586.0,USA
1123,edu,3588.0,USA
1124,edu,3588.0,USA
1125,edu,3602.0,USA
1126,edu,3607.0,USA
1127,edu,3609.0,USA
